12032,Germany
9952,United States of America
4916,Italy
4492,Australia
3286,Argentina
773,Slovenia
622,Slovakia
525,Canada
364,Spain
72,Japan
56,Switzerland
38,United Kingdom
36,Brazil
22,India
21,Bolivia
9,Mexico
7,Iran
3,Portugal
2,China
1,Norway
